,bathrooms,bedrooms,fee,has_photo,pets_allowed,square_feet,latitude,longitude,log_price,amenity_segment
1864,1.0,2.0,No,Thumbnail,Both,450,42.2711,-83.745,7.090076835776092,Basic_Parking
1865,1.0,1.0,No,Thumbnail,Both,710,47.3071,-122.3404,7.226936018493289,Low_Amenity
1866,1.0,1.0,No,Thumbnail,Both,805,38.9844,-76.4994,7.187657164114956,Lifestyle_Recreation
1867,1.0,1.0,No,Thumbnail,Cats,952,43.7815,-88.4411,6.393590753950631,Basic_Parking
1868,1.0,1.0,No,Thumbnail,Both,745,41.8625,-87.6825,7.32052696227274,Basic_Parking
1869,1.0,1.0,No,Thumbnail,Both,624,42.2711,-83.745,6.917705609835305,Family_Oriented
1870,1.0,1.0,No,Thumbnail,Both,758,42.2711,-83.745,7.450079569807499,Basic_Parking
1872,2.0,3.0,No,Thumbnail,Both,1218,30.0796,-95.617,7.27931883541462,Low_Amenity
1873,2.0,3.0,No,Thumbnail,Both,2446,32.59,-96.9436,7.346010209913293,Low_Amenity
1912,1.0,1.0,No,Thumbnail,Both,865,29.4624,-98.5253,7.0909098220799835,Basic_Parking
1918,2.0,2.0,No,Thumbnail,Both,1134,39.736,-104.9819,7.496097345175956,Basic_Parking
1947,2.0,4.0,No,Thumbnail,Both,1950,47.4696,-122.1655,7.937731775260109,Low_Amenity
1951,1.0,1.0,No,Thumbnail,Both,600,32.7407,-97.3394,6.7464121285733745,Family_Oriented
1952,1.0,1.0,No,Thumbnail,Cats,660,43.0531,-87.9659,6.594413459749778,Lifestyle_Recreation
1954,1.0,1.0,No,Thumbnail,Both,564,43.0724,-89.4003,7.174724309836376,Family_Oriented
1955,2.0,2.0,No,Thumbnail,Both,1236,43.0724,-89.4003,7.368970402194793,Basic_Parking
1956,2.0,3.0,No,Thumbnail,Both,1959,30.0871,-95.4685,7.2078598714324755,Low_Amenity
1957,1.0,0.0,No,Thumbnail,Both,503,38.9118,-77.0132,7.424165281042028,Family_Oriented
1959,1.0,1.0,No,Thumbnail,Both,850,28.0076,-82.4792,7.24422751560335,Basic_Parking
1961,1.0,2.0,No,Thumbnail,Both,417,37.7599,-122.4379,8.294299608857235,Low_Amenity
1962,1.0,2.0,No,Thumbnail,Both,685,39.736,-104.9819,7.241366283322318,Family_Oriented
1963,1.0,1.0,No,Thumbnail,Both,721,45.2414,-122.6766,7.13966033596492,Family_Oriented
1964,1.0,1.0,No,Thumbnail,Both,550,41.2562,-96.0404,6.68586094706836,Higher_Amenities
1965,1.0,1.0,No,Thumbnail,Both,749,27.0717,-82.3833,7.170888478512505,Family_Oriented
1968,1.0,1.0,No,Thumbnail,Both,849,30.4601,-84.2714,6.733401891837359,Family_Oriented
1971,1.0,2.0,No,Thumbnail,Both,930,40.1145,-88.2723,6.437751649736401,Basic_Parking
1973,1.0,1.0,No,Thumbnail,Both,415,36.0785,-94.1531,6.478509642208569,Family_Oriented
1975,1.0,1.0,No,Thumbnail,Both,782,39.5197,-119.8342,7.111512116496157,Family_Oriented
1977,1.0,1.0,No,Thumbnail,Both,536,29.9142,-93.9383,5.993961427306569,Family_Oriented
1978,1.0,1.0,No,Thumbnail,Both,700,30.0718,-94.1543,6.398594934535208,Family_Oriented
1979,2.0,2.0,No,Thumbnail,Both,1072,42.5859,-87.8552,6.946975992135418,Low_Amenity
1981,1.0,1.0,No,Thumbnail,Both,850,40.8062,-96.6778,6.573680166960646,Family_Oriented
1983,1.0,1.0,No,Thumbnail,Cats,723,43.5329,-96.7265,6.573680166960646,Family_Oriented
1985,1.0,1.0,No,Thumbnail,Both,917,39.0375,-95.7052,6.486160788944089,Basic_Parking
1986,1.0,2.0,No,Thumbnail,Both,1010,40.3613,-86.9005,7.02197642307216,Basic_Parking
1991,1.0,1.0,No,Thumbnail,Both,580,40.4969,-86.9659,6.516193076042964,Basic_Parking
1992,1.0,1.0,No,Thumbnail,Both,570,29.7714,-95.4343,6.476972362889683,Family_Oriented
1993,2.0,3.0,No,Thumbnail,Both,1135,39.7953,-86.1387,7.026426808699636,Low_Amenity
1994,3.0,3.0,No,Thumbnail,Both,1338,34.0505,-81.0098,7.0909098220799835,Low_Amenity
1995,1.0,2.0,No,Thumbnail,Both,994,40.2755,-85.8385,6.852242569051878,Family_Oriented
1996,1.0,1.0,No,Thumbnail,Both,470,38.9118,-77.0132,7.359467638255621,Basic_Parking
1998,1.0,2.0,No,Thumbnail,Both,488,43.0152,-89.4529,6.79794041297493,Family_Oriented
2002,1.0,1.0,No,Thumbnail,Both,794,45.6558,-122.5888,7.600902459542082,Low_Amenity
2003,1.0,1.0,No,Thumbnail,Both,858,36.1554,-115.1733,7.280008252884188,Basic_Parking
2004,1.0,1.0,No,Thumbnail,Both,667,36.1554,-115.1733,6.79794041297493,Family_Oriented
2005,1.0,1.0,No,Thumbnail,Both,680,39.7953,-86.1387,6.523562306149512,Family_Oriented
2007,1.0,1.0,No,Thumbnail,Both,665,35.471,-97.5299,6.62273632394984,Basic_Parking
2009,1.0,1.0,No,Thumbnail,Both,675,61.594,-149.4124,6.7464121285733745,Low_Amenity
2010,1.0,1.0,No,Thumbnail,Both,900,61.1723,-149.8414,6.80128303447162,Low_Amenity
2011,1.0,1.0,No,Thumbnail,Both,680,61.1723,-149.8414,6.943122422819428,Low_Amenity
2012,1.0,1.0,No,Thumbnail,Both,800,39.4228,-77.4164,7.2640301428995295,Low_Amenity
2014,1.0,1.0,No,Thumbnail,Both,773,32.8008,-96.8049,7.323830566202317,Family_Oriented
2015,1.0,1.0,No,Thumbnail,Both,850,28.4951,-81.4553,7.170119543449628,Family_Oriented
2016,1.0,1.0,No,Thumbnail,Both,879,32.0057,-102.1036,7.293697720601438,Family_Oriented
2017,1.0,2.0,No,Thumbnail,Both,1193,40.2057,-85.4,6.466144724237619,Basic_Parking
2018,1.0,1.0,No,Thumbnail,Both,450,37.0867,-76.4941,6.621405651764134,Family_Oriented
2019,1.0,1.0,No,Thumbnail,Both,712,35.6643,-105.9701,7.052721049232323,Family_Oriented
2020,2.0,2.0,No,Thumbnail,Both,1013,32.8566,-97.2167,7.152268856032539,Basic_Parking
2021,1.0,1.0,No,Thumbnail,Both,811,33.3029,-111.8667,7.052721049232323,Lifestyle_Recreation
2022,2.0,3.0,No,Thumbnail,Both,1474,29.7398,-98.1021,7.27931883541462,Low_Amenity
2023,1.0,2.0,No,Thumbnail,Both,570,42.328,-71.071,7.899524472032198,Family_Oriented
2024,2.0,3.0,No,Thumbnail,Both,1322,30.0021,-95.2555,7.24422751560335,Low_Amenity
2025,2.0,4.0,No,Thumbnail,Both,1672,30.1049,-95.2583,7.24422751560335,Low_Amenity
2026,1.0,0.0,No,Thumbnail,Cats,405,42.3895,-71.1039,7.588829878307813,Low_Amenity
2027,1.0,1.0,No,Thumbnail,Both,540,35.823,-78.6438,7.0909098220799835,Basic_Parking
2029,1.0,1.0,No,Thumbnail,Both,752,29.7714,-95.4343,7.062191632286556,Basic_Parking
2042,1.0,1.0,No,Thumbnail,Both,740,42.3895,-71.1039,7.694392802629421,Basic_Parking
2052,1.0,1.0,No,Thumbnail,Cats,525,41.8625,-87.6825,7.223295679562314,Basic_Parking
2055,2.0,2.0,No,Thumbnail,Cats,1084,48.7871,-122.4437,7.310550158534422,Higher_Amenities
2071,1.0,1.0,No,Thumbnail,Both,514,41.2318,-73.0586,7.465082736399547,Basic_Parking
2096,1.0,1.0,No,Thumbnail,Both,692,30.3054,-97.7497,7.480428306074208,Basic_Parking
2097,1.0,1.0,No,Thumbnail,Both,581,30.3054,-97.7497,7.520776415062797,Basic_Parking
2100,2.0,2.0,No,Thumbnail,Both,1337,43.4468,-96.8378,7.262628600974241,Basic_Parking
2108,1.0,1.0,No,Thumbnail,Both,654,33.5178,-112.0848,6.745236349484363,Low_Amenity
2111,1.0,1.0,No,Thumbnail,Both,727,30.3054,-97.7497,7.8928255262511176,Basic_Parking
2114,1.0,1.0,No,Thumbnail,Both,701,42.8181,-84.4593,6.5337888379333435,Basic_Parking
2117,1.0,1.0,No,Thumbnail,Both,714,42.3882,-83.1122,8.006700845440367,Basic_Parking
2122,1.0,1.0,No,Thumbnail,Both,710,43.0834,-87.8861,7.208600337960199,Family_Oriented
2123,1.0,1.0,No,Thumbnail,Both,613,40.0054,-75.1415,7.0909098220799835,Basic_Parking
2126,1.0,1.0,No,Thumbnail,Both,525,32.8212,-96.7853,6.803505257608338,Family_Oriented
2127,2.0,3.0,No,Thumbnail,Both,1721,30.0021,-95.2555,7.262628600974241,Low_Amenity
2128,1.0,1.0,No,Thumbnail,Both,572,29.7714,-95.4343,6.8885724595653635,Family_Oriented
2129,1.0,1.0,No,Thumbnail,Both,612,29.7714,-95.4343,6.476972362889683,Basic_Parking
2130,1.0,1.0,No,Thumbnail,Both,704,47.9338,-122.2052,7.098375638590786,Family_Oriented
2133,1.0,2.0,No,Thumbnail,Both,520,39.736,-104.9819,7.285506548522785,Family_Oriented
2135,1.0,1.0,No,Thumbnail,Both,488,45.5091,-122.6449,7.151485463904735,Family_Oriented
2137,1.0,2.0,No,Thumbnail,Both,542,41.2562,-96.0404,6.716594773520978,Basic_Parking
2138,1.0,1.0,No,Thumbnail,Both,781,41.1378,-95.9392,6.641182169740591,Family_Oriented
2139,1.0,1.0,No,Thumbnail,Both,560,26.5761,-81.8644,6.68586094706836,Basic_Parking
2141,1.0,1.0,No,Thumbnail,Cats,700,39.1679,-84.4933,6.8308742346461795,Basic_Parking
2142,4.0,4.0,No,Thumbnail,Both,1520,30.439,-84.3168,7.340186835320115,Family_Oriented
2143,1.0,2.0,No,Thumbnail,Both,775,41.5839,-93.6754,6.660575149839686,Family_Oriented
2147,2.0,2.0,No,Thumbnail,Both,1500,39.1471,-86.5136,6.90875477931522,Family_Oriented
2151,1.0,1.0,No,Thumbnail,Both,833,40.8062,-96.6778,6.786716950605081,Family_Oriented
2152,1.0,1.0,No,Thumbnail,Both,560,29.6533,-82.3656,6.917705609835305,Family_Oriented
2153,1.0,1.0,No,Thumbnail,Both,630,43.5329,-96.7265,6.692083742506628,Family_Oriented
2154,1.0,2.0,No,Thumbnail,Both,780,43.5329,-96.7265,6.608000625296087,Family_Oriented
2156,2.0,2.0,No,Thumbnail,Both,1350,34.1542,-118.4447,7.939515260662406,Family_Oriented
2158,2.0,3.0,No,Thumbnail,Both,1473,44.1812,-88.4881,6.883462586413092,Low_Amenity
2161,1.0,1.0,No,Thumbnail,Both,690,40.3613,-86.9005,6.85751406254539,Basic_Parking
2163,1.0,2.0,No,Thumbnail,Both,900,41.6251,-93.7375,6.679599185844383,Basic_Parking
2167,1.0,2.0,No,Thumbnail,Cats,825,41.2562,-96.0404,6.893656354602635,Basic_Parking
2168,1.0,2.0,No,Thumbnail,Both,850,39.6854,-84.1965,6.684611727667927,Basic_Parking
2169,1.0,3.0,No,Thumbnail,Cats,1138,43.0724,-89.4003,7.409136443920128,Basic_Parking
2170,1.0,2.0,No,Thumbnail,Both,661,43.0637,-88.1403,7.186144304522325,Family_Oriented
2171,1.0,1.0,No,Thumbnail,Cats,716,42.9644,-87.9868,6.715383386334681,Basic_Parking
2172,1.0,3.0,No,Thumbnail,Both,500,44.9235,-93.4704,6.863803391452954,Family_Oriented
2173,1.0,1.0,No,Thumbnail,Both,600,39.9974,-82.9829,6.947937068614969,Family_Oriented
2174,2.0,3.0,No,Thumbnail,Both,1510,35.6101,-78.4715,7.346010209913293,Low_Amenity
2177,1.0,2.0,No,Thumbnail,Both,499,45.5091,-122.6449,7.1785454837637,Family_Oriented
2179,1.0,2.0,No,Thumbnail,Both,448,39.063,-94.5749,6.606650186198215,Basic_Parking
2180,1.0,1.0,No,Thumbnail,Both,484,39.1103,-94.702,6.516193076042964,Family_Oriented
2181,1.0,0.0,No,Thumbnail,Both,430,39.0744,-94.5521,6.478509642208569,Low_Amenity
2182,1.0,1.0,No,Thumbnail,Both,903,39.7078,-86.3938,6.727431724850855,Lifestyle_Recreation
2183,1.0,2.0,No,Thumbnail,Both,1100,41.6977,-71.1501,7.330405211844402,Family_Oriented
2184,1.0,1.0,No,Thumbnail,Both,939,30.2989,-81.6324,7.079184394609668,Family_Oriented
2185,1.0,1.0,No,Thumbnail,Both,867,35.0462,-85.2352,7.2115567333138015,Basic_Parking
2188,2.0,2.0,No,Thumbnail,Both,889,42.7911,-71.2193,7.487173694213739,Family_Oriented
2189,1.0,1.0,No,Thumbnail,Both,728,61.1723,-149.8414,6.8679744089702925,Low_Amenity
2191,1.0,1.0,No,Thumbnail,Both,774,33.0869,-96.7971,6.957497370876951,Basic_Parking
2192,1.0,1.0,No,Thumbnail,Both,500,28.5163,-81.3644,7.02108396428914,Lifestyle_Recreation
2193,1.0,1.0,No,Thumbnail,Both,750,28.0076,-82.4792,7.408530566894626,Basic_Parking
2194,2.0,2.0,No,Thumbnail,Both,851,37.7599,-122.4379,8.536211197252,Low_Amenity
2195,1.0,1.0,No,Thumbnail,Both,803,33.9264,-117.2346,7.297091005160418,Basic_Parking
2196,1.0,1.0,No,Thumbnail,Both,540,47.7046,-122.1989,7.38770923908104,Basic_Parking
2197,1.0,1.0,No,Thumbnail,Both,820,47.9338,-122.2052,7.0925737159746784,Family_Oriented
2199,1.0,2.0,No,Thumbnail,Both,546,39.6169,-104.919,7.140453043101158,Family_Oriented
2200,1.0,1.0,No,Thumbnail,Both,911,33.9569,-84.0214,6.984716320118266,Family_Oriented
2202,1.0,2.0,No,Thumbnail,Both,446,38.6274,-90.304,7.003065458786462,Basic_Parking
2203,1.0,2.0,No,Thumbnail,Cats,450,38.9118,-77.0132,7.506042178518122,Basic_Parking
2204,1.0,2.0,No,Thumbnail,Both,350,38.9118,-77.0132,7.346655163176539,Basic_Parking
2205,1.0,1.0,No,Thumbnail,Both,609,29.7714,-95.4343,7.212294468500341,Basic_Parking
2206,1.0,3.0,No,Thumbnail,Both,483,33.5178,-112.0848,6.775366090936392,Basic_Parking
2207,1.0,2.0,No,Thumbnail,Both,632,45.5091,-122.6449,7.362645270417825,Family_Oriented
2208,1.0,1.0,No,Thumbnail,Both,561,29.7714,-95.4343,6.573680166960646,Family_Oriented
2209,2.0,4.0,No,Thumbnail,Both,1104,35.4047,-80.6098,7.069874128458572,Low_Amenity
2210,2.0,3.0,No,Thumbnail,Both,1444,30.0871,-95.4685,7.090076835776092,Low_Amenity
2212,1.0,1.0,No,Thumbnail,Both,678,29.7714,-95.4343,7.007600613951853,Basic_Parking
2213,1.0,1.0,No,Thumbnail,Both,817,29.7714,-95.4343,6.841615476477592,Basic_Parking
2214,1.0,1.0,No,Thumbnail,Both,630,29.7714,-95.4343,7.170119543449628,Basic_Parking
2271,1.0,1.0,No,Thumbnail,Both,663,30.3054,-97.7497,7.372118028337787,Basic_Parking
2272,1.0,1.0,No,Thumbnail,Both,591,30.3054,-97.7497,7.251344983372214,Basic_Parking
2289,1.0,1.0,No,Thumbnail,Both,660,30.3054,-97.7497,6.792344427470809,Basic_Parking
2290,1.0,1.0,No,Thumbnail,Both,1037,38.9259,-94.6916,7.040536390215956,Basic_Parking
2291,1.0,2.0,No,Thumbnail,Both,612,30.3054,-97.7497,7.459338895220296,Basic_Parking
2301,1.0,1.0,No,Thumbnail,Both,518,32.7025,-97.1196,6.396929655216146,Family_Oriented
2302,1.0,1.0,No,Thumbnail,Both,415,41.8625,-87.6825,7.030857476116121,Basic_Parking
2304,1.0,1.0,No,Thumbnail,Both,650,29.7714,-95.4343,6.9957661563048505,Family_Oriented
2305,2.0,3.0,No,Thumbnail,Both,1450,30.0871,-95.4685,7.047517221357296,Low_Amenity
2307,1.0,1.0,No,Thumbnail,Both,643,33.9649,-84.5107,7.016609683894219,Family_Oriented
2308,2.0,3.0,No,Thumbnail,Both,1216,33.7218,-84.744,7.2078598714324755,Low_Amenity
2309,1.0,1.0,No,Thumbnail,Both,648,39.7953,-86.1387,7.0909098220799835,Family_Oriented
2310,1.0,1.0,No,Thumbnail,Both,718,39.5816,-105.0387,7.146772179452637,Family_Oriented
2313,1.0,1.0,No,Thumbnail,Both,600,41.2562,-96.0404,6.734591659972948,Family_Oriented
2314,1.0,1.0,No,Thumbnail,Both,670,41.2562,-96.0404,6.423246963533519,Family_Oriented
2315,1.0,1.0,No,Thumbnail,Both,553,30.3961,-91.1152,6.878326468291325,Family_Oriented
2317,1.0,1.0,No,Thumbnail,Both,868,28.1932,-81.6047,7.1631723908466425,Lifestyle_Recreation
2318,1.0,3.0,No,Thumbnail,Both,474,28.5964,-81.3237,6.752270376141742,Family_Oriented
2319,1.0,1.0,No,Thumbnail,Both,683,41.4954,-90.3928,6.666956792429207,Family_Oriented
2320,2.0,2.0,No,Thumbnail,Both,800,41.4954,-90.3928,6.587550014824796,Family_Oriented
2323,1.0,2.0,No,Thumbnail,Both,703,41.7566,-72.689,7.2868764117507,Family_Oriented
2325,1.0,1.0,No,Thumbnail,Both,648,40.0656,-88.252,6.68586094706836,Basic_Parking
2327,1.0,1.0,No,Thumbnail,Both,760,36.0785,-94.1531,6.61338421837956,Family_Oriented
2328,1.0,2.0,No,Thumbnail,Both,731,38.0172,-84.4931,7.496097345175956,Family_Oriented
2329,4.0,3.0,No,Thumbnail,Both,2302,42.5765,-92.789,7.496097345175956,Basic_Parking
2330,1.0,1.0,No,Thumbnail,Both,630,42.5286,-92.4509,6.90875477931522,Basic_Parking
2331,2.0,4.0,No,Thumbnail,Both,1171,39.0527,-121.6393,7.3777589082278725,Low_Amenity
2335,1.0,1.0,No,Thumbnail,Both,826,32.833,-83.6723,7.151485463904735,Family_Oriented
2337,1.0,1.0,No,Thumbnail,Both,560,40.426,-86.8894,6.423246963533519,Basic_Parking
2339,1.0,1.0,No,Thumbnail,Both,640,36.137,-86.783,7.1785454837637,Family_Oriented
2340,1.0,1.0,No,Thumbnail,Both,647,35.5795,-80.8153,6.80903930604298,Family_Oriented
2341,1.0,2.0,No,Thumbnail,Both,1500,28.0076,-82.4792,7.937374696163295,Low_Amenity
2342,1.0,1.0,No,Thumbnail,Both,754,32.3229,-110.9864,6.837332814685591,Family_Oriented
2343,1.0,1.0,No,Thumbnail,Both,618,32.2264,-110.9438,6.39024066706535,Family_Oriented
2344,1.0,1.0,No,Thumbnail,Both,696,41.3245,-72.9194,7.470793774195062,Family_Oriented
2346,1.0,1.0,No,Thumbnail,Both,751,38.8562,-104.772,7.174724309836376,Family_Oriented
2347,2.0,2.0,No,Thumbnail,Both,1222,44.6537,-88.2118,6.68586094706836,Family_Oriented
2348,1.0,1.0,No,Thumbnail,Both,746,44.9368,-93.3605,7.418180822726788,Lifestyle_Recreation
2349,1.0,1.0,No,Thumbnail,Both,525,38.816,-90.7054,6.61472560020376,Family_Oriented
2350,1.0,1.0,No,Thumbnail,Both,1330,34.0372,-118.2972,7.899524472032198,Basic_Parking
2351,1.0,1.0,No,Thumbnail,Both,652,39.736,-104.9819,7.195187320178709,Family_Oriented
2352,1.0,1.0,No,Thumbnail,Both,569,45.6558,-122.5888,7.061334366910438,Higher_Amenities
2353,1.0,1.0,No,Thumbnail,Both,330,39.0744,-94.5521,6.566672429803241,Low_Amenity
2354,1.0,1.0,No,Thumbnail,Both,482,36.1554,-115.1733,6.568077911411976,Basic_Parking
2355,1.0,2.0,No,Thumbnail,Both,795,29.9142,-93.9383,6.621405651764134,Family_Oriented
2356,1.0,1.0,No,Thumbnail,Both,720,61.1723,-149.8414,6.740519359606223,Low_Amenity
2358,1.0,2.0,No,Thumbnail,Both,591,32.8212,-96.7853,7.115582126184454,Family_Oriented
2360,1.0,1.0,No,Thumbnail,Both,890,29.7714,-95.4343,6.97166860472579,Lifestyle_Recreation
2361,1.0,1.0,No,Thumbnail,Both,667,29.5521,-95.307,7.065613363597717,Family_Oriented
2362,1.0,1.0,No,Thumbnail,Both,661,29.7898,-95.7613,6.836259277277067,Family_Oriented
2363,1.0,1.0,No,Thumbnail,Both,750,29.7714,-95.4343,6.530877627725885,Basic_Parking
2364,1.0,1.0,No,Thumbnail,Both,714,38.8738,-77.1055,7.652545692693921,Family_Oriented
2366,1.0,2.0,No,Thumbnail,Both,765,42.3584,-71.1318,7.87359778968554,Family_Oriented
2367,1.0,1.0,No,Thumbnail,Both,758,47.3851,-122.1882,7.409136443920128,Low_Amenity
2368,1.0,2.0,No,Thumbnail,Both,425,47.7046,-122.1989,7.2485040723706105,Low_Amenity
2369,1.0,1.0,No,Thumbnail,Both,736,47.3071,-122.3404,7.1592919047975645,Low_Amenity
2372,1.0,1.0,No,Thumbnail,Both,828,34.1139,-84.0073,6.976348070447749,Basic_Parking
2373,1.0,1.0,No,Thumbnail,Both,757,34.2299,-119.0097,7.5822291942764615,Family_Oriented
2375,1.0,2.0,No,Thumbnail,Both,670,34.0372,-118.2972,7.669028288589683,Family_Oriented
2377,2.0,2.0,No,Thumbnail,Both,1198,33.5178,-112.0848,7.103322062526113,Basic_Parking
2378,1.0,1.0,No,Thumbnail,Both,649,33.5178,-112.0848,7.017506142941256,Basic_Parking
2379,1.0,1.0,No,Thumbnail,Both,539,28.5163,-81.3644,6.709304340258298,Family_Oriented
2380,1.0,2.0,No,Thumbnail,Both,600,42.2368,-83.6103,6.672032945461067,Family_Oriented
2382,2.0,3.0,No,Thumbnail,Both,1693,30.0871,-95.4685,7.313220387090301,Low_Amenity
2383,2.0,3.0,No,Thumbnail,Both,1490,29.7898,-95.7613,7.297091005160418,Low_Amenity
2385,1.0,3.0,No,Thumbnail,Both,1609,29.7714,-95.4343,6.956545443151569,Low_Amenity
2386,2.0,2.0,No,Thumbnail,Both,1050,43.4251,-83.9731,6.529418838262226,Family_Oriented
2387,1.0,2.0,No,Thumbnail,Both,882,43.4182,-88.1681,6.715383386334681,Basic_Parking
2388,1.0,1.0,No,Thumbnail,Both,651,29.7714,-95.4343,6.5722825426940075,Lifestyle_Recreation
2389,1.0,1.0,No,Thumbnail,Both,705,29.7714,-95.4343,6.786716950605081,Basic_Parking
2390,1.0,1.0,No,Thumbnail,Both,868,29.7714,-95.4343,7.387090235656757,Basic_Parking
2402,2.0,2.0,No,Thumbnail,Dogs,1000,47.616,-122.3275,7.59890045687141,Basic_Parking
2462,1.0,1.0,No,Thumbnail,Both,559,30.3054,-97.7497,7.1631723908466425,Basic_Parking
2463,1.0,1.0,No,Thumbnail,Both,625,30.3054,-97.7497,7.051855622955894,Basic_Parking
2464,1.0,1.0,No,Thumbnail,Both,920,43.5329,-96.7265,6.79794041297493,Basic_Parking
2465,1.0,1.0,No,Thumbnail,Both,700,30.3054,-97.7497,6.907755278982137,Basic_Parking
2485,1.0,1.0,No,Thumbnail,Cats,625,37.3905,-122.0796,7.694392802629421,Low_Amenity
2506,2.0,2.0,No,Thumbnail,Both,1247,38.6274,-90.304,7.223295679562314,Basic_Parking
2508,2.0,2.0,No,Thumbnail,Both,908,34.8523,-92.4058,6.493753839851686,Basic_Parking
2512,4.0,4.0,No,Thumbnail,Both,3200,34.0372,-118.2972,9.093918908958932,Low_Amenity
2514,3.0,5.0,No,Thumbnail,Both,2670,32.7876,-117.1265,8.071218539969863,Low_Amenity
2518,3.0,4.0,No,Thumbnail,Both,2474,34.0692,-83.8713,7.170888478512505,Low_Amenity
2525,1.0,1.0,No,Thumbnail,Both,650,35.2016,-80.8124,6.803505257608338,Basic_Parking
2527,1.0,1.0,No,Thumbnail,Both,768,43.0531,-87.9659,7.244941546337007,Family_Oriented
2530,1.0,2.0,No,Thumbnail,Cats,900,44.9405,-93.1027,7.00397413672268,Basic_Parking
2532,2.0,3.0,No,Thumbnail,Both,1291,47.3002,-122.2168,7.396335293800808,Family_Oriented
2533,2.0,4.0,No,Thumbnail,Both,1424,47.8318,-122.2834,7.507690077819904,Family_Oriented
2535,1.0,1.0,No,Thumbnail,Both,380,37.7599,-122.4379,7.971085753505607,Low_Amenity
2538,1.0,1.0,No,Thumbnail,Both,500,35.9695,-83.981,6.606650186198215,Family_Oriented
2539,2.0,3.0,No,Thumbnail,Both,1284,33.9531,-81.2381,7.189922170745808,Low_Amenity
2540,2.0,3.0,No,Thumbnail,Both,1558,33.9531,-81.2381,7.170119543449628,Low_Amenity
2541,1.0,2.0,No,Thumbnail,Both,825,38.8562,-104.772,6.923628628138427,Basic_Parking
2542,1.0,1.0,No,Thumbnail,Both,703,43.6046,-116.2475,7.069874128458572,Family_Oriented
2543,1.0,2.0,No,Thumbnail,Both,585,39.1679,-84.4933,6.893656354602635,Family_Oriented
2545,2.0,3.0,No,Thumbnail,Both,1444,36.0402,-86.6385,7.3777589082278725,Low_Amenity
2546,1.0,2.0,No,Thumbnail,Both,684,41.8481,-72.4642,7.280008252884188,Family_Oriented
2547,1.0,1.0,No,Thumbnail,Both,404,32.2264,-110.9438,6.455198563340122,Basic_Parking
2548,1.0,1.0,No,Thumbnail,Both,710,41.6251,-93.7375,6.634633357861686,Family_Oriented
2549,1.0,1.0,No,Thumbnail,Both,894,41.6475,-93.4713,6.802394763324311,Family_Oriented
2552,1.0,2.0,No,Thumbnail,Both,798,40.1145,-88.2723,6.621405651764134,Basic_Parking
2555,1.0,3.0,No,Thumbnail,Both,515,37.1892,-93.2908,6.311734809152915,Family_Oriented
2556,1.0,1.0,No,Thumbnail,Both,540,61.1723,-149.8414,6.825460036255307,Low_Amenity
2557,3.0,3.0,No,Thumbnail,Both,1419,35.6066,-77.3928,7.262628600974241,Family_Oriented
2559,1.0,2.0,No,Thumbnail,Both,950,42.5286,-92.4509,6.90875477931522,Basic_Parking
2561,1.0,1.0,No,Thumbnail,Both,600,37.7059,-85.8628,6.234410725718371,Family_Oriented
2562,1.0,1.0,No,Thumbnail,Cats,676,44.0763,-103.2121,6.666956792429207,Family_Oriented
2565,1.0,1.0,No,Thumbnail,Both,800,29.6533,-82.3656,7.038783541388542,Family_Oriented
2567,1.0,2.0,No,Thumbnail,Both,720,41.9879,-91.6737,6.679599185844383,Family_Oriented
2568,1.0,1.0,No,Thumbnail,Both,650,41.9879,-91.6737,6.363028103540465,Family_Oriented
2569,2.0,3.0,No,Thumbnail,Both,1600,43.5329,-96.7265,7.1316985104669115,Family_Oriented
2572,2.0,2.0,No,Thumbnail,Both,1400,40.1171,-88.1889,7.629975707027789,Family_Oriented
2573,1.0,2.0,No,Thumbnail,Both,1306,44.3235,-88.6223,6.587550014824796,Basic_Parking
2574,2.0,2.0,No,Thumbnail,Both,1130,46.8608,-96.8096,6.803505257608338,Low_Amenity
2576,1.0,2.0,No,Thumbnail,Both,1013,40.4481,-86.9394,7.105786129481271,Family_Oriented
2577,1.0,1.0,No,Thumbnail,Both,766,40.3613,-86.9005,6.8308742346461795,Basic_Parking
2579,2.0,2.0,No,Thumbnail,Both,1020,40.4969,-86.9659,6.684611727667927,Basic_Parking
2580,1.0,2.0,No,Thumbnail,Both,844,43.7815,-88.4411,6.052089168924417,Basic_Parking
2582,1.0,2.0,No,Thumbnail,Both,825,40.2057,-85.4,6.55250788703459,Family_Oriented
2583,1.0,2.0,No,Thumbnail,Both,740,41.5927,-93.6276,6.601230118728877,Family_Oriented
2584,1.0,2.0,No,Thumbnail,Both,776,32.5975,-85.4777,7.030857476116121,Lifestyle_Recreation
2585,2.0,3.0,No,Thumbnail,Both,1491,34.119,-81.1962,7.2078598714324755,Low_Amenity
2586,2.0,3.0,No,Thumbnail,Both,1265,34.119,-81.1962,7.048386408721883,Low_Amenity
2587,1.0,1.0,No,Thumbnail,Both,609,35.9907,-78.9074,7.313886831633462,Family_Oriented
2588,1.0,1.0,No,Thumbnail,Both,272,38.9118,-77.0132,7.414572881350589,Family_Oriented
2589,1.0,1.0,No,Thumbnail,Both,650,36.116,-95.9281,6.373319789577012,Basic_Parking
2591,1.0,1.0,No,Thumbnail,Cats,265,43.0724,-89.4003,6.566672429803241,Basic_Parking
