bathrooms,bedrooms,fee,has_photo,pets_allowed,price,square_feet,state,latitude,longitude,amenity_segment,log_price
2.0,2.0,No,Yes,,1295.0,1098,TX,32.8281,-97.145,Higher_Amenities,7.16703787691222
1.0,1.0,No,Yes,Both,1023.0,692,TX,32.8281,-97.145,Higher_Amenities,6.931471805599453
2.0,2.0,No,Yes,,1310.0,1136,TX,32.8281,-97.145,Basic_Parking,7.1785454837637
2.0,2.0,No,Yes,Both,1190.0,938,TX,32.8525,-97.1399,Higher_Amenities,7.0825485693553
1.5,2.0,No,Thumbnail,Both,1025.0,860,TX,32.91,-97.5572,Lifestyle_Recreation,6.933423025730715
2.0,4.0,No,Yes,Both,1795.0,1928,TX,32.6541,-97.095,Lifestyle_Recreation,7.493317248862145
2.0,2.0,No,Yes,,1365.0,1068,TX,32.6548,-97.1587,Basic_Parking,7.2196420401307355
1.0,1.0,No,Yes,,1055.0,625,TX,32.6548,-97.1587,Basic_Parking,6.962243464266207
1.0,1.0,No,Thumbnail,Both,1105.0,747,TX,32.6548,-97.1587,Basic_Parking,7.00850518208228
1.0,1.0,No,Yes,Both,816.0,675,TX,32.6548,-97.1587,Family_Oriented,6.705639094860003
1.0,1.0,No,Yes,,759.0,684,TX,32.6548,-97.1587,Low_Amenity,6.633318433280377
1.0,1.0,No,Yes,,1035.0,625,TX,32.6548,-97.1587,Basic_Parking,6.943122422819428
1.0,1.0,No,Thumbnail,Both,764.0,675,TX,32.6548,-97.1587,Family_Oriented,6.639875833826536
1.0,1.0,No,Yes,,779.0,630,TX,32.6924,-97.1324,Higher_Amenities,6.659293919683638
2.0,2.0,No,Yes,,1245.0,981,TX,32.7566,-97.1358,Higher_Amenities,7.1276936993473985
1.0,1.0,No,Thumbnail,Both,819.0,674,TX,32.7583,-97.088,Higher_Amenities,6.709304340258298
2.0,2.0,No,Yes,Both,1045.0,970,TX,32.7583,-97.088,Higher_Amenities,6.952728644624869
1.0,1.0,No,Yes,,790.0,628,TX,32.722,-97.083,Low_Amenity,6.673297967767654
1.5,2.0,No,Thumbnail,,1080.0,1008,TX,32.722,-97.083,Basic_Parking,6.985641817639208
1.0,1.0,No,Yes,,860.0,720,TX,32.722,-97.083,Family_Oriented,6.7580945044277305
1.0,2.0,No,Yes,Both,980.0,825,TX,32.7767,-97.0816,Higher_Amenities,6.8885724595653635
1.0,1.0,No,Yes,Both,880.0,800,TX,32.7767,-97.0816,Lifestyle_Recreation,6.78105762593618
1.0,1.0,No,Thumbnail,Both,900.0,703,TX,32.7767,-97.0816,Basic_Parking,6.803505257608338
1.5,2.0,No,Yes,Both,1110.0,1008,TX,32.7767,-97.0816,Lifestyle_Recreation,7.01301578963963
1.0,2.0,No,Yes,Both,575.0,850,TX,32.1316,-95.1548,Basic_Parking,6.3561076606958915
1.0,1.0,No,Yes,,970.0,812,TX,32.2973,-95.2029,Lifestyle_Recreation,6.878326468291325
2.0,2.0,No,No,,1125.0,1108,TX,32.275,-95.3017,Lifestyle_Recreation,7.026426808699636
2.0,2.0,No,Thumbnail,Both,781.0,830,TX,32.275,-95.3017,Lifestyle_Recreation,6.661854740545311
1.0,1.0,No,Thumbnail,Both,650.0,603,TX,32.275,-95.3017,Lifestyle_Recreation,6.478509642208569
1.0,1.0,No,Yes,Both,602.0,510,TX,32.275,-95.3017,Lifestyle_Recreation,6.401917196727186
1.0,1.0,No,Yes,Both,989.0,706,TX,32.275,-95.3017,Family_Oriented,6.897704943128636
2.0,2.0,No,Thumbnail,Both,940.0,1105,TX,32.275,-95.3017,Lifestyle_Recreation,6.846943139585379
2.0,3.0,No,Yes,Both,1140.0,1225,TX,32.275,-95.3017,Family_Oriented,7.039660349862076
3.0,4.0,No,Yes,,1032.0,1393,TX,32.36,-95.3096,Family_Oriented,6.940222469119639
1.0,1.0,No,Thumbnail,,625.0,493,TX,33.0713,-96.0882,Low_Amenity,6.439350371100098
1.0,1.0,No,Yes,Both,1095.0,784,TX,33.0023,-96.8406,Higher_Amenities,6.999422467507961
1.0,2.0,No,Thumbnail,Both,960.0,900,TX,32.9455,-96.7962,Higher_Amenities,6.8679744089702925
1.0,2.0,No,Yes,Both,1257.0,985,TX,32.9455,-96.7962,Lifestyle_Recreation,7.1372784372603855
1.0,1.0,No,Yes,Both,856.0,675,TX,32.9455,-96.7962,Family_Oriented,6.75343791859778
1.0,1.0,No,Yes,,1170.0,680,TX,32.9455,-96.7962,Lifestyle_Recreation,7.065613363597717
1.0,1.0,No,Yes,,815.0,622,TX,32.6857,-96.6013,Basic_Parking,6.704414354964107
1.0,1.0,No,Thumbnail,Both,845.0,558,TX,32.9954,-96.7849,Family_Oriented,6.740519359606223
1.0,1.0,No,Yes,,1022.0,678,TX,32.9954,-96.7849,Low_Amenity,6.930494765951626
1.0,1.0,No,Yes,,741.0,525,TX,32.9954,-96.7849,Lifestyle_Recreation,6.60934924316738
1.0,1.0,No,Thumbnail,Both,768.0,575,TX,32.9954,-96.7849,Family_Oriented,6.645090969505644
2.0,2.0,No,Yes,,1534.0,1017,TX,32.9661,-96.7988,Lifestyle_Recreation,7.336285660021297
1.0,1.0,No,Yes,Both,1419.0,815,TX,32.9661,-96.7988,Lifestyle_Recreation,7.258412150595307
1.0,2.0,No,Yes,,1110.0,890,TX,32.9661,-96.7988,Family_Oriented,7.01301578963963
2.0,2.0,No,Thumbnail,Both,1503.0,1000,TX,32.9661,-96.7988,Higher_Amenities,7.315883504509785
1.0,1.0,No,Thumbnail,,1300.0,644,TX,32.9395,-96.8387,Lifestyle_Recreation,7.170888478512505
1.0,1.0,No,Yes,,794.0,571,TX,32.9108,-96.7321,Higher_Amenities,6.678342114654332
1.0,1.0,No,Thumbnail,,1320.0,856,TX,32.9333,-96.7835,Lifestyle_Recreation,7.186144304522325
2.0,2.0,No,Yes,,1645.0,1121,TX,32.9333,-96.7835,Lifestyle_Recreation,7.406103381237015
2.0,2.0,No,Thumbnail,,980.0,905,TX,32.8772,-96.7093,Higher_Amenities,6.8885724595653635
1.0,1.0,No,Yes,Both,750.0,620,TX,32.8772,-96.7093,Higher_Amenities,6.621405651764134
2.0,2.0,No,Yes,,1210.0,1056,TX,32.8772,-96.7093,Lifestyle_Recreation,7.099201743553092
2.0,2.0,No,Yes,,975.0,941,TX,32.6692,-96.8751,Basic_Parking,6.883462586413092
1.0,1.0,No,Thumbnail,,1365.0,750,TX,32.829,-96.8458,Higher_Amenities,7.2196420401307355
1.0,1.0,No,Yes,,1363.0,756,TX,32.829,-96.8458,Lifestyle_Recreation,7.218176838403408
1.0,1.0,No,Yes,,1392.0,881,TX,32.829,-96.8458,Lifestyle_Recreation,7.239214973779806
1.0,1.0,No,Yes,,1541.0,840,TX,32.829,-96.8458,Lifestyle_Recreation,7.340835554123275
1.0,1.0,No,Yes,,1130.0,537,TX,32.829,-96.8458,Lifestyle_Recreation,7.030857476116121
2.0,2.0,No,Yes,,1634.0,1355,TX,32.9158,-96.8961,Lifestyle_Recreation,7.399398083331354
1.0,1.0,No,Yes,Both,900.0,692,TX,32.878,-96.7511,Lifestyle_Recreation,6.803505257608338
1.0,1.0,No,Yes,,880.0,754,TX,32.878,-96.7511,Low_Amenity,6.78105762593618
1.0,1.0,No,Thumbnail,Both,745.0,653,TX,32.878,-96.7511,Lifestyle_Recreation,6.61472560020376
1.0,1.0,No,Yes,Both,780.0,629,TX,32.878,-96.7511,Lifestyle_Recreation,6.660575149839686
2.0,2.0,No,Yes,Both,1165.0,946,TX,32.9012,-96.7916,Low_Amenity,7.061334366910438
2.0,2.0,No,Yes,,1320.0,896,TX,32.8938,-96.8614,Basic_Parking,7.186144304522325
1.0,1.0,No,No,,1375.0,799,TX,32.8938,-96.8614,Basic_Parking,7.226936018493289
1.0,1.0,No,Thumbnail,Both,765.0,745,TX,32.8239,-96.681,Higher_Amenities,6.641182169740591
1.0,1.0,No,Yes,Both,719.0,523,TX,32.8239,-96.681,Higher_Amenities,6.579251212010101
2.0,2.0,No,Thumbnail,,1055.0,909,TX,32.7693,-96.6848,Lifestyle_Recreation,6.962243464266207
2.0,2.0,No,Yes,,3090.0,1364,TX,32.7826,-96.777,Basic_Parking,8.036249942132116
2.0,2.0,No,No,,2925.0,1097,TX,32.7826,-96.777,Basic_Parking,7.98139158158007
1.0,1.0,No,Yes,Both,1190.0,760,TX,32.7826,-96.777,Higher_Amenities,7.0825485693553
1.0,1.0,No,Yes,,2165.0,855,TX,32.7826,-96.777,Basic_Parking,7.680637427560936
1.0,1.0,No,Yes,,1925.0,764,TX,32.7826,-96.777,Basic_Parking,7.563200592358071
2.0,2.0,No,Yes,,3195.0,1344,TX,32.7826,-96.777,Basic_Parking,8.069655306886165
2.0,2.0,No,Yes,,2985.0,1324,TX,32.7826,-96.777,Basic_Parking,8.001689978099135
1.0,2.0,No,Thumbnail,,1258.0,855,TX,32.7907,-96.7501,Low_Amenity,7.138073034044347
1.0,1.0,No,Yes,,825.0,630,TX,32.8123,-96.8146,Lifestyle_Recreation,6.716594773520978
1.0,1.0,No,Thumbnail,Both,1265.0,1051,TX,32.7804,-96.8769,Low_Amenity,7.143617602704121
1.0,2.0,No,Yes,,1660.0,1327,TX,32.7863,-96.8205,Lifestyle_Recreation,7.415175109613295
2.0,2.0,No,Thumbnail,Both,2490.0,1312,TX,32.7863,-96.8205,Lifestyle_Recreation,7.820439515262181
1.0,1.0,No,No,,1288.0,793,TX,32.8302,-96.7724,Low_Amenity,7.161622002939187
1.0,1.0,No,Yes,,1349.0,836,TX,32.8302,-96.7724,Higher_Amenities,7.2078598714324755
1.0,1.0,No,Thumbnail,Both,1635.0,864,TX,32.8302,-96.7724,Family_Oriented,7.400009517162692
2.0,2.0,No,Yes,Both,2066.0,1100,TX,32.8004,-96.7887,Lifestyle_Recreation,7.633853559681768
1.0,1.0,No,Yes,Both,1845.0,969,TX,32.8004,-96.7887,Higher_Amenities,7.520776415062797
1.0,1.0,No,Yes,,1028.0,783,TX,32.7447,-96.803,Lifestyle_Recreation,6.9363427358340495
1.0,1.0,No,Yes,,1271.0,788,TX,32.7447,-96.803,Higher_Amenities,7.148345743900068
1.0,1.0,No,No,,1607.0,906,TX,32.7809,-96.8035,Higher_Amenities,7.382746449738912
1.0,1.0,No,Yes,,1536.0,920,TX,32.7809,-96.8035,Higher_Amenities,7.337587743538596
1.0,1.0,No,No,,1209.0,660,TX,32.787,-96.7983,Basic_Parking,7.098375638590786
1.0,1.0,No,Yes,,1281.0,674,TX,32.787,-96.7983,Higher_Amenities,7.156176637480615
2.0,2.0,No,Thumbnail,,1756.0,1000,TX,32.9186,-96.9714,Low_Amenity,7.471363088187097
1.0,1.0,No,No,,1300.0,873,TX,32.4797,-96.9807,Basic_Parking,7.170888478512505
2.0,3.0,No,Thumbnail,,2040.0,1409,TX,32.5807,-97.138,Lifestyle_Recreation,7.621195162809845
2.0,3.0,No,Thumbnail,,1780.0,1234,TX,32.5807,-97.138,Basic_Parking,7.484930283289661
2.0,2.0,No,Yes,,1158.0,926,TX,32.5807,-97.138,Higher_Amenities,7.055312843339752
2.0,3.0,No,Thumbnail,,1980.0,1409,TX,32.5807,-97.138,Lifestyle_Recreation,7.591357046698551
2.0,3.0,No,Thumbnail,Both,1742.0,1331,TX,32.9314,-97.0956,Higher_Amenities,7.463363045520021
1.0,2.0,No,Thumbnail,Both,929.0,980,TX,32.8255,-97.1039,Family_Oriented,6.835184586147301
1.0,2.0,No,Thumbnail,Both,938.0,1125,TX,32.8255,-97.1039,Family_Oriented,6.844815479208263
2.0,2.0,No,Thumbnail,Both,1078.0,1080,TX,32.8255,-97.1039,Family_Oriented,6.983789965258135
1.0,2.0,No,Yes,,925.0,950,TX,32.8255,-97.1039,Low_Amenity,6.8308742346461795
1.0,1.0,No,Thumbnail,Both,692.0,628,TX,32.8255,-97.1039,Family_Oriented,6.541029999189903
1.0,1.0,No,Thumbnail,Both,772.0,662,TX,32.8255,-97.1039,Family_Oriented,6.650279048587422
1.0,1.0,No,Yes,Both,851.0,670,TX,32.8255,-97.1039,Family_Oriented,6.747586526829315
1.0,2.0,No,Thumbnail,Both,1138.0,810,TX,32.8255,-97.1039,Family_Oriented,7.037905963447182
1.0,1.0,No,No,,986.0,735,TX,32.8524,-97.0886,Lifestyle_Recreation,6.894670039433482
1.0,1.0,No,Thumbnail,Both,1018.0,692,TX,32.8524,-97.0886,Higher_Amenities,6.926577033222725
1.0,1.0,No,Thumbnail,Both,795.0,582,TX,32.8524,-97.0886,Higher_Amenities,6.679599185844383
2.0,2.0,No,Yes,,1066.0,887,TX,32.8524,-97.0886,Higher_Amenities,6.9726062513017535
2.0,3.0,No,Thumbnail,Both,2561.0,1629,TX,32.8524,-97.0886,Lifestyle_Recreation,7.848543482456679
3.0,3.0,No,Thumbnail,Both,1718.0,1368,TX,32.8524,-97.0886,Higher_Amenities,7.449498005382849
1.0,1.0,No,No,,1189.0,741,TX,32.5284,-97.3119,Lifestyle_Recreation,7.081708586105575
1.0,1.0,No,Thumbnail,Both,1058.0,785,TX,32.8281,-97.145,Higher_Amenities,6.9650803456014065
2.0,2.0,No,Yes,,1278.0,1013,TX,32.8281,-97.145,Lifestyle_Recreation,7.153833801578843
2.0,2.0,No,Yes,,1255.0,1008,TX,32.8281,-97.145,Higher_Amenities,7.135687347028144
2.0,2.0,No,Yes,Both,1313.0,1062,TX,32.8281,-97.145,Higher_Amenities,7.1808311990445555
2.0,2.0,No,Thumbnail,,910.0,664,TX,32.8281,-97.145,Low_Amenity,6.814542897259958
1.0,1.0,No,Thumbnail,Both,1058.0,692,TX,32.8281,-97.145,Higher_Amenities,6.9650803456014065
1.0,1.0,No,Thumbnail,Both,894.0,678,TX,32.8525,-97.1399,Family_Oriented,6.796823718274855
1.0,2.0,No,Thumbnail,Both,1179.0,912,TX,32.8525,-97.1399,Basic_Parking,7.07326971745971
2.0,2.0,No,Yes,,1150.0,1020,TX,32.8525,-97.1399,Lifestyle_Recreation,7.048386408721883
2.0,2.0,No,Yes,,993.0,650,TX,32.8525,-97.1399,Low_Amenity,6.901737206656574
2.0,2.0,No,Yes,Both,1269.0,1069,TX,32.8525,-97.1399,Higher_Amenities,7.146772179452637
2.0,2.0,No,No,,1195.0,1011,TX,32.8525,-97.1399,Lifestyle_Recreation,7.086737934510577
1.0,2.0,No,Thumbnail,Both,1084.0,902,TX,32.8525,-97.1399,Family_Oriented,6.98933526597456
2.0,2.0,No,Yes,,1140.0,1020,TX,32.8525,-97.1399,Lifestyle_Recreation,7.039660349862076
1.0,1.0,No,Yes,,975.0,725,TX,32.91,-97.5572,Lifestyle_Recreation,6.883462586413092
2.0,2.0,No,Thumbnail,Both,1279.0,1195,TX,32.6541,-97.095,Higher_Amenities,7.154615356913663
1.0,1.0,No,Yes,,979.0,684,TX,32.6548,-97.1587,Higher_Amenities,6.887552571664617
2.0,2.0,No,Yes,,1384.0,961,TX,32.6548,-97.1587,Higher_Amenities,7.233455418621439
1.0,1.0,No,Yes,,870.0,660,TX,32.6548,-97.1587,Basic_Parking,6.769641976852503
2.0,2.0,No,Thumbnail,,1464.0,1158,TX,32.6548,-97.1587,Higher_Amenities,7.289610521451167
2.0,2.0,No,Yes,,1324.0,949,TX,32.688,-97.1905,Higher_Amenities,7.1891677384203225
2.0,2.0,No,Yes,,1010.0,966,TX,32.6924,-97.1324,Higher_Amenities,6.918695219020472
2.0,2.0,No,Thumbnail,Both,950.0,930,TX,32.6924,-97.1324,Family_Oriented,6.85751406254539
1.0,1.0,No,Yes,Both,1045.0,653,TX,32.6924,-97.1324,Family_Oriented,6.952728644624869
1.0,1.0,No,Yes,Both,779.0,630,TX,32.6924,-97.1324,Higher_Amenities,6.659293919683638
2.0,2.0,No,No,Both,1165.0,913,TX,32.7566,-97.1358,Higher_Amenities,7.061334366910438
2.0,2.0,No,No,,1245.0,981,TX,32.7566,-97.1358,Higher_Amenities,7.1276936993473985
1.0,1.0,No,Yes,,899.0,656,TX,32.7566,-97.1358,Higher_Amenities,6.802394763324311
1.0,1.0,No,Yes,,875.0,691,TX,32.7583,-97.088,Lifestyle_Recreation,6.775366090936392
1.0,1.0,No,Yes,Both,828.0,730,TX,32.7583,-97.088,Lifestyle_Recreation,6.720220155135295
2.0,2.0,No,Yes,,1180.0,876,TX,32.7583,-97.088,Basic_Parking,7.074116816197362
2.0,3.0,No,Yes,Both,1298.0,1147,TX,32.7583,-97.088,Lifestyle_Recreation,7.1693500166706
1.0,1.0,No,No,,840.0,628,TX,32.722,-97.083,Basic_Parking,6.734591659972948
1.0,1.0,No,Yes,,861.0,520,TX,32.7767,-97.0816,Low_Amenity,6.759255270663693
2.0,2.0,No,Thumbnail,Both,1120.0,960,TX,32.7767,-97.0816,Higher_Amenities,7.02197642307216
1.0,1.0,No,Yes,,925.0,663,TX,32.7767,-97.0816,Higher_Amenities,6.8308742346461795
1.0,1.0,No,No,Both,1002.0,678,TX,32.7767,-97.0816,Low_Amenity,6.910750787961936
1.0,1.0,No,Yes,,930.0,720,TX,32.7767,-97.0816,Basic_Parking,6.836259277277067
1.0,1.0,No,Yes,,890.0,720,TX,32.7767,-97.0816,Basic_Parking,6.792344427470809
,2.0,No,Yes,,995.0,873,TX,32.7767,-97.0816,Basic_Parking,6.903747257584598
2.0,2.0,No,Yes,Both,1120.0,960,TX,32.7767,-97.0816,Higher_Amenities,7.02197642307216
3.0,4.0,No,Yes,,2150.0,2483,TX,32.6209,-97.1539,Low_Amenity,7.67368812926773
1.0,2.0,No,No,,825.0,900,TX,31.7067,-94.6204,Higher_Amenities,6.716594773520978
2.0,2.0,No,Thumbnail,,1120.0,1040,TX,32.2973,-95.2029,Lifestyle_Recreation,7.02197642307216
1.0,1.0,No,Thumbnail,Both,602.0,510,TX,32.275,-95.3017,Lifestyle_Recreation,6.401917196727186
2.0,2.0,No,Yes,Both,1130.0,1015,TX,32.275,-95.3017,Lifestyle_Recreation,7.030857476116121
1.0,2.0,No,Yes,Both,1052.0,909,TX,32.275,-95.3017,Family_Oriented,6.959398512133975
2.0,2.0,No,Yes,Both,756.0,830,TX,32.275,-95.3017,Lifestyle_Recreation,6.6293632534374485
2.0,2.0,No,Yes,Both,1288.0,1294,TX,32.275,-95.3017,Basic_Parking,7.161622002939187
1.0,1.0,No,Thumbnail,,549.0,650,TX,31.9393,-94.961,Family_Oriented,6.309918278226516
2.0,2.0,No,Yes,,800.0,1104,TX,32.5548,-94.7807,Family_Oriented,6.68586094706836
2.0,2.0,No,Yes,Both,1025.0,962,TX,32.5548,-94.7807,Lifestyle_Recreation,6.933423025730715
1.0,2.0,No,Yes,,725.0,883,TX,32.5548,-94.7807,Family_Oriented,6.587550014824796
1.0,1.0,No,Yes,,555.0,525,TX,32.5548,-94.7807,Lifestyle_Recreation,6.320768294250582
2.0,2.0,No,Yes,,800.0,1104,TX,32.5548,-94.7807,Family_Oriented,6.68586094706836
2.0,2.0,No,Yes,,1020.0,1042,TX,32.5548,-94.7807,Lifestyle_Recreation,6.928537818164665
1.0,1.0,No,Yes,Both,705.0,738,TX,32.5548,-94.7807,Higher_Amenities,6.559615237493242
1.0,1.0,No,Yes,,990.0,800,TX,33.0023,-96.8406,Family_Oriented,6.898714534329988
1.0,2.0,No,No,,1107.0,855,TX,33.0023,-96.8406,Lifestyle_Recreation,7.010311867307229
1.0,1.0,No,Thumbnail,,990.0,748,TX,32.9455,-96.7962,Higher_Amenities,6.898714534329988
1.0,1.0,No,Yes,Both,815.0,600,TX,32.9455,-96.7962,Higher_Amenities,6.704414354964107
2.5,2.0,No,Yes,,1435.0,1285,TX,32.9455,-96.7962,Higher_Amenities,7.269616749608169
2.0,2.0,No,Yes,Both,1627.0,1177,TX,32.9455,-96.7962,Lifestyle_Recreation,7.395107546562485
2.0,3.0,No,Thumbnail,Both,1725.0,1495,TX,32.9455,-96.7962,Higher_Amenities,7.453561871643373
1.0,3.0,No,Thumbnail,,605.0,452,TX,32.6857,-96.6013,Basic_Parking,6.406879986069314
1.0,1.0,No,Yes,,675.0,650,TX,32.6857,-96.6013,Basic_Parking,6.516193076042964
2.0,2.0,No,Thumbnail,Both,1230.0,932,TX,32.9954,-96.7849,Family_Oriented,7.115582126184454
1.0,1.0,No,Yes,,735.0,600,TX,32.9954,-96.7849,Higher_Amenities,6.601230118728877
1.0,1.0,No,Yes,,860.0,655,TX,32.9661,-96.7988,Family_Oriented,6.7580945044277305
2.0,2.0,No,Thumbnail,,1562.0,792,TX,32.9661,-96.7988,Lifestyle_Recreation,7.354362330421477
2.0,2.0,No,Thumbnail,Both,1708.0,1000,TX,32.9661,-96.7988,Higher_Amenities,7.443663683115591
1.0,1.0,No,No,,899.0,732,TX,32.9108,-96.7321,Higher_Amenities,6.802394763324311
2.0,2.0,No,Yes,Both,1129.0,886,TX,32.9108,-96.7321,Higher_Amenities,7.029972911706386
1.5,2.0,No,Yes,,1130.0,1058,TX,32.8772,-96.7093,Lifestyle_Recreation,7.030857476116121
1.0,1.0,No,Yes,,710.0,603,TX,32.8772,-96.7093,Higher_Amenities,6.566672429803241
1.0,1.0,No,Yes,,850.0,675,TX,32.8772,-96.7093,Lifestyle_Recreation,6.7464121285733745
1.0,2.0,No,Yes,,1031.0,814,TX,32.8772,-96.7093,Lifestyle_Recreation,6.939253946041508
2.0,3.0,No,No,,1295.0,1165,TX,32.6854,-96.9366,Lifestyle_Recreation,7.16703787691222
1.0,1.0,No,Yes,,1368.0,756,TX,32.829,-96.8458,Lifestyle_Recreation,7.221835825288449
1.0,1.0,No,Yes,,1360.0,757,TX,32.829,-96.8458,Higher_Amenities,7.215975002651466
2.0,2.0,No,Yes,Both,1630.0,1481,TX,32.829,-96.8458,Lifestyle_Recreation,7.396948602621014
2.0,2.0,No,Yes,,1780.0,1075,TX,32.9158,-96.8961,Basic_Parking,7.484930283289661
1.0,1.0,No,Yes,,1418.0,781,TX,32.9158,-96.8961,Higher_Amenities,7.257707677160043
1.0,2.0,No,Yes,,1555.0,775,TX,32.9158,-96.8961,Basic_Parking,7.349873704738337
2.0,2.0,No,Thumbnail,,1584.0,1113,TX,32.9158,-96.8961,Lifestyle_Recreation,7.368339686311381
1.0,1.0,No,Yes,,1488.0,761,TX,32.878,-96.7511,Basic_Parking,7.305860032684009
1.0,1.0,No,No,,1285.0,600,TX,32.878,-96.7511,Basic_Parking,7.1592919047975645
1.0,1.0,No,Yes,Both,715.0,505,TX,32.878,-96.7511,Low_Amenity,6.573680166960646
2.0,2.0,No,Yes,,1065.0,913,TX,32.878,-96.7511,Basic_Parking,6.97166860472579
1.0,1.0,No,No,,1488.0,761,TX,32.878,-96.7511,Basic_Parking,7.305860032684009
1.0,1.0,No,No,,1416.0,699,TX,32.878,-96.7511,Basic_Parking,7.256297239690681
1.0,1.0,No,No,,975.0,630,TX,32.878,-96.7511,Basic_Parking,6.883462586413092
1.0,1.0,No,No,,1413.0,751,TX,32.878,-96.7511,Basic_Parking,7.254177846456518
1.0,1.0,No,Yes,,1473.0,751,TX,32.878,-96.7511,Basic_Parking,7.295735072749282
1.0,1.0,No,Thumbnail,Both,880.0,486,TX,32.9012,-96.7916,Family_Oriented,6.78105762593618
1.0,1.0,No,Yes,Both,815.0,550,TX,32.9012,-96.7916,Lifestyle_Recreation,6.704414354964107
1.0,1.0,No,Thumbnail,,1330.0,799,TX,32.8938,-96.8614,Basic_Parking,7.193685818395112
1.0,1.0,No,Thumbnail,,660.0,652,TX,32.8239,-96.681,Higher_Amenities,6.493753839851686
1.0,1.0,No,Thumbnail,,775.0,531,TX,32.8239,-96.681,Low_Amenity,6.654152520183219
1.0,1.0,No,Yes,Both,740.0,662,TX,32.7693,-96.6848,Family_Oriented,6.608000625296087
1.5,2.0,No,Thumbnail,,890.0,925,TX,32.7693,-96.6848,Lifestyle_Recreation,6.792344427470809
1.0,1.0,No,Yes,,845.0,616,TX,32.7693,-96.6848,Lifestyle_Recreation,6.740519359606223
1.0,1.0,No,No,Both,1349.0,777,TX,32.7826,-96.777,Basic_Parking,7.2078598714324755
2.0,2.0,No,Yes,,3415.0,1472,TX,32.7826,-96.777,Basic_Parking,8.13622555490846
2.0,2.0,No,Yes,,2635.0,1099,TX,32.7826,-96.777,Basic_Parking,7.877017895622398
2.0,2.0,No,Yes,,3465.0,1472,TX,32.7826,-96.777,Basic_Parking,8.150756470275551
1.0,0.0,No,Thumbnail,Both,1435.0,690,TX,32.7826,-96.777,Higher_Amenities,7.269616749608169
2.0,2.0,No,No,Both,2890.0,1352,TX,32.8123,-96.8146,Lifestyle_Recreation,7.969357742016346
1.0,1.0,No,Thumbnail,,1224.0,776,TX,32.8261,-96.7472,Basic_Parking,7.110696122978827
2.0,2.0,No,Thumbnail,Both,1465.0,1096,TX,32.8261,-96.7472,Family_Oriented,7.290292882446597
1.0,1.0,No,Yes,Both,1060.0,597,TX,32.8261,-96.7472,Family_Oriented,6.966967138613983
2.0,2.0,No,Thumbnail,,1499.0,1174,TX,32.8162,-96.8887,Low_Amenity,7.313220387090301
1.0,2.0,No,Yes,Both,1103.0,561,TX,32.8472,-96.827,Higher_Amenities,7.00669522683704
1.0,2.0,No,Yes,Both,1128.0,561,TX,32.8472,-96.827,Higher_Amenities,7.029087564149662
1.0,1.0,No,Yes,,1223.0,866,TX,32.8472,-96.827,Lifestyle_Recreation,7.1098794630722715
1.0,1.0,No,Yes,,1349.0,803,TX,32.8302,-96.7724,Basic_Parking,7.2078598714324755
1.0,1.0,No,Yes,Both,1255.0,704,TX,32.8302,-96.7724,Family_Oriented,7.135687347028144
1.0,1.0,No,Yes,,1615.0,734,TX,32.8302,-96.7724,Lifestyle_Recreation,7.38770923908104
2.0,3.0,No,No,,2310.0,1307,TX,32.8369,-96.7951,Basic_Parking,7.745435610274381
1.0,1.0,No,Yes,,1099.0,595,TX,32.8004,-96.7887,Family_Oriented,7.003065458786462
1.0,1.0,No,Yes,Both,1052.0,730,TX,32.7447,-96.803,Lifestyle_Recreation,6.959398512133975
2.0,2.0,No,Yes,,1537.0,1216,TX,32.7447,-96.803,Lifestyle_Recreation,7.338238150065589
2.0,2.0,No,Thumbnail,Both,1495.0,1110,TX,32.7447,-96.803,Basic_Parking,7.310550158534422
1.0,1.0,No,Yes,Both,1490.0,753,TX,32.7809,-96.8035,Lifestyle_Recreation,7.307202314764738
2.0,2.0,No,No,Both,1685.0,1135,TX,32.4797,-96.9807,Basic_Parking,7.430114138561801
2.0,2.0,No,Yes,,1371.0,1055,TX,32.5807,-97.138,Basic_Parking,7.22402480828583
2.0,3.0,No,Thumbnail,,2000.0,1326,TX,32.5807,-97.138,Lifestyle_Recreation,7.601402334583733
2.0,2.0,No,Thumbnail,,1590.0,1084,TX,32.5807,-97.138,Lifestyle_Recreation,7.372118028337787
1.0,1.0,No,Thumbnail,Both,1108.0,784,TX,32.5807,-97.138,Higher_Amenities,7.011213987350367
2.0,2.0,No,Thumbnail,Both,1788.0,1272,TX,32.5807,-97.138,Higher_Amenities,7.489412083508719
1.0,1.0,No,Thumbnail,,964.0,751,TX,32.5807,-97.138,Higher_Amenities,6.872128101338986
1.0,1.0,No,Thumbnail,Both,1188.0,784,TX,32.5807,-97.138,Higher_Amenities,7.080867896690782
1.0,1.0,No,Yes,,1290.0,788,TX,32.5807,-97.138,Lifestyle_Recreation,7.1631723908466425
2.0,2.0,No,Thumbnail,,1164.0,926,TX,32.5807,-97.138,Higher_Amenities,7.060476365999801
1.0,2.0,No,Thumbnail,Both,1240.0,939,TX,32.8243,-97.1793,Family_Oriented,7.123672785204607
1.0,2.0,No,Yes,Both,1095.0,825,TX,32.9314,-97.0956,Higher_Amenities,6.999422467507961
1.0,1.0,No,Thumbnail,Both,1028.0,750,TX,32.9314,-97.0956,Higher_Amenities,6.9363427358340495
